var	RR	LCI	UCI	P	label	corr
(Intercept)	6.537572765750545e-23	NA	NA	NA	insti_among_viremic_tx	NA
round17	63469696507227324e3	NA	NA	NA	insti_among_viremic_tx	NA
round18	13226836892761352e4	NA	NA	NA	insti_among_viremic_tx	NA
round19	43.78564771846786	NA	NA	NA	insti_among_viremic_tx	NA
round20	4067364786616982e5	NA	NA	NA	insti_among_viremic_tx	NA
