var	RR	LCI	UCI	P	label	corr
(Intercept)	0.07966721992397711	0.06632863897235765	0.09568816771681961	0	nnrti_among_viremic_pt_sex	ar1
sexM	0.7387464271720808	0.5572720018399506	0.9793176076630774	0.035267854488232775	nnrti_among_viremic_pt_sex	ar1
