var	RR	LCI	UCI	P	label	corr
(Intercept)	5.590854827244158e-28	0	Inf	0.9999833309815074	viremic-pt-prL23I	NA
round16	3320969766731638e9	0	Inf	0.9999850806318872	viremic-pt-prL23I	NA
round17	1883543.3369145952	0	Inf	0.9999961720745965	viremic-pt-prL23I	NA
round18	1883543.3369203368	0	Inf	0.9999961811907442	viremic-pt-prL23I	NA
round19	1883543.336920504	0	Inf	0.99999613960250755	viremic-pt-prL23I	NA
round20	8720431855339818e10	0	Inf	0.9999842105474146	viremic-pt-prL23I	NA
