var	RR	LCI	UCI	P	label	corr
(Intercept)	1.049386923750635e-26	NA	NA	NA	viremic-tx-inS153Y	NA
round17	100350.186563371	NA	NA	NA	viremic-tx-inS153Y	NA
round18	100350.18656216864	NA	NA	NA	viremic-tx-inS153Y	NA
round19	100350.18656337028	NA	NA	NA	viremic-tx-inS153Y	NA
round20	7457953289183275e9	NA	NA	NA	viremic-tx-inS153Y	NA
